quantile,geo,TIME_PERIOD,OBS_VALUE
Third quartile,Hungary,2009,25.8
Third quartile,Hungary,2010,26.1
Third quartile,Hungary,2011,25.8
Third quartile,Hungary,2012,25.7
Third quartile,Hungary,2013,25.5
Third quartile,Hungary,2014,25.5
Third quartile,Hungary,2015,26.0
Third quartile,Hungary,2016,25.9
Third quartile,Hungary,2017,26.0
Third quartile,Hungary,2018,25.6
Third quartile,Hungary,2019,25.8
Third quartile,Hungary,2020,26.1
Third quartile,Hungary,2021,26.2
Third quartile,Ireland,1995,25.0
Third quartile,Ireland,1996,25.0
Third quartile,Ireland,1997,25.0
Third quartile,Ireland,1998,25.0
Third quartile,Ireland,1999,25.0
Third quartile,Ireland,2000,27.0
Third quartile,Ireland,2001,27.0
Third quartile,Ireland,2003,26.4
Third quartile,Ireland,2004,25.8
Third quartile,Ireland,2005,25.7
Third quartile,Ireland,2006,25.2
Third quartile,Ireland,2007,25.7
Third quartile,Ireland,2008,25.5
Third quartile,Ireland,2009,25.8
Third quartile,Ireland,2010,25.3
Third quartile,Ireland,2011,25.8
Third quartile,Ireland,2012,25.7
Third quartile,Ireland,2013,25.5
Third quartile,Ireland,2014,25.5
Third quartile,Ireland,2015,25.8
Third quartile,Ireland,2016,25.9
Third quartile,Ireland,2017,25.3
Third quartile,Ireland,2018,25.3
Third quartile,Ireland,2019,25.3
Third quartile,Ireland,2020,25.5
Third quartile,Ireland,2021,25.8
Third quartile,Iceland,2004,25.8
Third quartile,Iceland,2005,25.3
Third quartile,Iceland,2006,25.0
Third quartile,Iceland,2007,24.5
Third quartile,Iceland,2008,24.7
Third quartile,Iceland,2009,24.1
Third quartile,Iceland,2010,25.2
Third quartile,Iceland,2011,25.8
Third quartile,Iceland,2012,25.8
Third quartile,Iceland,2013,25.7
Third quartile,Iceland,2014,25.8
Third quartile,Iceland,2015,25.2
Third quartile,Iceland,2016,25.6
Third quartile,Iceland,2017,25.6
Third quartile,Iceland,2018,25.7
Third quartile,Italy,1995,26.0
Third quartile,Italy,1996,27.0
Third quartile,Italy,1997,27.0
Third quartile,Italy,1998,27.0
Third quartile,Italy,1999,27.0
Third quartile,Italy,2000,27.0
Third quartile,Italy,2001,27.0
Third quartile,Italy,2004,25.5
Third quartile,Italy,2005,25.6
Third quartile,Italy,2006,25.9
Third quartile,Italy,2007,26.0
Third quartile,Italy,2008,26.2
Third quartile,Italy,2009,26.0
Third quartile,Italy,2010,26.1
Third quartile,Italy,2011,26.1
Third quartile,Italy,2012,25.9
Third quartile,Italy,2013,26.0
Third quartile,Italy,2014,26.2
Third quartile,Italy,2015,26.4
Third quartile,Italy,2016,26.6
Third quartile,Italy,2017,26.4
Third quartile,Italy,2018,26.1
Third quartile,Italy,2019,26.2
Third quartile,Italy,2020,26.2
Third quartile,Italy,2021,25.9
Third quartile,Lithuania,2005,24.9
Third quartile,Lithuania,2006,25.1
Third quartile,Lithuania,2007,25.4
Third quartile,Lithuania,2008,25.3
Third quartile,Lithuania,2009,25.0
Third quartile,Lithuania,2010,24.6
Third quartile,Lithuania,2011,26.0
Third quartile,Lithuania,2012,26.2
Third quartile,Lithuania,2013,25.3
Third quartile,Lithuania,2014,25.0
Third quartile,Lithuania,2015,24.9
Third quartile,Lithuania,2016,25.1
Third quartile,Lithuania,2017,24.7
Third quartile,Lithuania,2018,25.2
Third quartile,Lithuania,2019,25.3
Third quartile,Lithuania,2020,25.0
Third quartile,Lithuania,2021,24.5
Third quartile,Luxembourg,1995,25.0
Third quartile,Luxembourg,1996,26.0
Third quartile,Luxembourg,1997,26.0
Third quartile,Luxembourg,1998,26.0
Third quartile,Luxembourg,1999,26.0
Third quartile,Luxembourg,2000,26.0
Third quartile,Luxembourg,2001,26.0
Third quartile,Luxembourg,2003,25.2
Third quartile,Luxembourg,2004,25.9
Third quartile,Luxembourg,2005,25.8
Third quartile,Luxembourg,2006,25.6
Third quartile,Luxembourg,2007,25.6
Third quartile,Luxembourg,2008,25.4
Third quartile,Luxembourg,2009,25.3
Third quartile,Luxembourg,2010,26.1
Third quartile,Luxembourg,2011,26.2
Third quartile,Luxembourg,2012,26.1
Third quartile,Luxembourg,2013,25.4
Third quartile,Luxembourg,2014,26.2
Third quartile,Luxembourg,2015,25.9
Third quartile,Luxembourg,2016,26.0
Third quartile,Luxembourg,2017,26.2
Third quartile,Luxembourg,2018,25.7
Third quartile,Luxembourg,2019,25.4
Third quartile,Luxembourg,2020,25.8
Third quartile,Luxembourg,2021,26.3
Third quartile,Latvia,2005,24.8
Third quartile,Latvia,2006,24.8
Third quartile,Latvia,2007,25.7
Third quartile,Latvia,2008,25.6
Third quartile,Latvia,2009,25.9
Third quartile,Latvia,2010,25.4
Third quartile,Latvia,2011,25.6
Third quartile,Latvia,2012,25.0
Third quartile,Latvia,2013,25.4
Third quartile,Latvia,2014,25.3
Third quartile,Latvia,2015,25.7
Third quartile,Latvia,2016,25.8
Third quartile,Latvia,2017,26.4
Third quartile,Latvia,2018,25.9
Third quartile,Latvia,2019,25.7
Third quartile,Latvia,2020,25.7
Third quartile,Latvia,2021,25.5
Third quartile,Montenegro,2013,26.5
Third quartile,Montenegro,2014,26.2
Third quartile,Montenegro,2015,26.4
Third quartile,Montenegro,2016,26.4
Third quartile,Montenegro,2017,25.7
Third quartile,Montenegro,2018,27.0
Third quartile,Montenegro,2019,27.0
Third quartile,Montenegro,2020,26.5
Third quartile,North Macedonia,2012,26.4
Third quartile,North Macedonia,2013,26.7
Third quartile,North Macedonia,2014,26.7
Third quartile,North Macedonia,2015,26.9
Third quartile,North Macedonia,2016,27.1
Third quartile,North Macedonia,2017,27.6
Third quartile,North Macedonia,2018,27.7
Third quartile,North Macedonia,2019,27.9
Third quartile,North Macedonia,2020,27.8
Third quartile,Malta,2005,26.4
Third quartile,Malta,2006,26.3
Third quartile,Malta,2007,26.4
Third quartile,Malta,2008,26.4
Third quartile,Malta,2009,26.2
Third quartile,Malta,2010,25.9
Third quartile,Malta,2011,26.3
Third quartile,Malta,2012,26.1
Third quartile,Malta,2013,26.1
Third quartile,Malta,2014,26.0
Third quartile,Malta,2015,26.1
Third quartile,Malta,2016,25.9
Third quartile,Malta,2017,26.0
Third quartile,Malta,2018,25.9
Third quartile,Malta,2019,26.3
Third quartile,Malta,2020,25.3
Third quartile,Malta,2021,25.6
Third quartile,Netherlands,1995,25.0
Third quartile,Netherlands,1996,25.0
Third quartile,Netherlands,1997,26.0
Third quartile,Netherlands,1998,26.0
Third quartile,Netherlands,1999,26.0
Third quartile,Netherlands,2000,26.0
Third quartile,Netherlands,2001,26.0
Third quartile,Netherlands,2005,25.7
Third quartile,Netherlands,2006,25.7
Third quartile,Netherlands,2007,25.2
Third quartile,Netherlands,2008,25.0
Third quartile,Netherlands,2009,25.3
Third quartile,Netherlands,2010,25.7
Third quartile,Netherlands,2011,25.9
Third quartile,Netherlands,2012,25.7
Third quartile,Netherlands,2013,25.7
Third quartile,Netherlands,2014,25.8
Third quartile,Netherlands,2015,25.5
Third quartile,Netherlands,2016,25.8
Third quartile,Netherlands,2017,25.9
Third quartile,Netherlands,2018,25.8
Third quartile,Netherlands,2019,25.9
Third quartile,Netherlands,2020,25.4
Third quartile,Netherlands,2021,26.2
Third quartile,Norway,2003,24.8
Third quartile,Norway,2004,25.3
Third quartile,Norway,2005,24.5
Third quartile,Norway,2006,24.9
Third quartile,Norway,2007,26.5
Third quartile,Norway,2008,25.9
Third quartile,Norway,2009,26.1
Third quartile,Norway,2010,26.2
Third quartile,Norway,2011,26.2
Third quartile,Norway,2012,26.3
Third quartile,Norway,2013,26.3
Third quartile,Norway,2014,26.1
Third quartile,Norway,2015,26.2
Third quartile,Norway,2016,26.0
Third quartile,Norway,2017,25.9
Third quartile,Norway,2018,26.3
Third quartile,Norway,2019,26.1
Third quartile,Norway,2020,26.1
Third quartile,Poland,2005,25.0
Third quartile,Poland,2006,25.4
Third quartile,Poland,2007,25.2
Third quartile,Poland,2008,25.1
Third quartile,Poland,2009,25.3
Third quartile,Poland,2010,25.5
Third quartile,Poland,2011,25.5
Third quartile,Poland,2012,25.6
Third quartile,Poland,2013,25.6
Third quartile,Poland,2014,25.6
Third quartile,Poland,2015,25.6
Third quartile,Poland,2016,26.1
Third quartile,Poland,2017,25.4
Third quartile,Poland,2018,26.0
Third quartile,Poland,2019,25.8
Third quartile,Poland,2020,26.1
Third quartile,Poland,2021,26.1
Third quartile,Portugal,1995,25.0
Third quartile,Portugal,1996,25.0
Third quartile,Portugal,1997,24.0
Third quartile,Portugal,1998,24.0
Third quartile,Portugal,1999,24.0
Third quartile,Portugal,2000,25.0
Third quartile,Portugal,2001,24.0
Third quartile,Portugal,2004,23.8
Third quartile,Portugal,2005,23.2
Third quartile,Portugal,2006,23.1
Third quartile,Portugal,2007,23.8
Third quartile,Portugal,2008,24.0
Third quartile,Portugal,2009,23.9
Third quartile,Portugal,2010,24.9
Third quartile,Portugal,2011,24.4
Third quartile,Portugal,2012,24.4
Third quartile,Portugal,2013,25.0
Third quartile,Portugal,2014,25.1
Third quartile,Portugal,2015,25.1
Third quartile,Portugal,2016,25.0
Third quartile,Portugal,2017,24.9
Third quartile,Portugal,2018,25.1
Third quartile,Portugal,2019,25.0
Third quartile,Portugal,2020,25.1
Third quartile,Portugal,2021,25.1
Third quartile,Romania,2007,25.3
Third quartile,Romania,2008,25.7
Third quartile,Romania,2009,25.9
Third quartile,Romania,2010,26.2
Third quartile,Romania,2011,26.4
Third quartile,Romania,2012,26.5
Third quartile,Romania,2013,26.4
Third quartile,Romania,2014,26.9
Third quartile,Romania,2015,26.2
Third quartile,Romania,2016,27.3
Third quartile,Romania,2017,27.4
Third quartile,Romania,2018,26.8
Third quartile,Romania,2019,26.6
Third quartile,Romania,2020,26.9
Third quartile,Romania,2021,27.2
Third quartile,Serbia,2013,26.0
Third quartile,Serbia,2014,26.5
Third quartile,Serbia,2015,26.3
Third quartile,Serbia,2016,26.2
Third quartile,Serbia,2017,26.6
Third quartile,Serbia,2018,26.7
Third quartile,Serbia,2019,26.7
Third quartile,Serbia,2020,26.0
Third quartile,Sweden,2004,26.6
Third quartile,Sweden,2005,26.2
Third quartile,Sweden,2006,26.7
Third quartile,Sweden,2007,26.4
Third quartile,Sweden,2008,26.6
Third quartile,Sweden,2009,26.4
Third quartile,Sweden,2010,26.8
Third quartile,Sweden,2011,26.8
Third quartile,Sweden,2012,27.0
Third quartile,Sweden,2013,26.8
Third quartile,Sweden,2014,26.6
Third quartile,Sweden,2015,26.8
Third quartile,Sweden,2016,26.5
Third quartile,Sweden,2017,26.3
Third quartile,Sweden,2018,26.7
Third quartile,Sweden,2019,26.8
Third quartile,Sweden,2020,26.7
Third quartile,Sweden,2021,26.6
Third quartile,Slovenia,2005,26.2
Third quartile,Slovenia,2006,26.3
Third quartile,Slovenia,2007,26.3
Third quartile,Slovenia,2008,26.3
Third quartile,Slovenia,2009,26.3
Third quartile,Slovenia,2010,26.4
Third quartile,Slovenia,2011,26.5
Third quartile,Slovenia,2012,26.5
Third quartile,Slovenia,2013,26.4
Third quartile,Slovenia,2014,26.4
Third quartile,Slovenia,2015,26.4
Third quartile,Slovenia,2016,26.6
Third quartile,Slovenia,2017,26.6
Third quartile,Slovenia,2018,26.5
Third quartile,Slovenia,2019,26.2
Third quartile,Slovenia,2020,26.4
Third quartile,Slovenia,2021,26.4
Third quartile,Slovakia,2005,25.9
Third quartile,Slovakia,2006,24.7
Third quartile,Slovakia,2007,25.8
Third quartile,Slovakia,2008,26.2
Third quartile,Slovakia,2009,25.8
Third quartile,Slovakia,2010,26.0
Third quartile,Slovakia,2011,26.0
Third quartile,Slovakia,2012,26.6
Third quartile,Slovakia,2013,26.6
Third quartile,Slovakia,2014,25.9
Third quartile,Slovakia,2015,26.8
Third quartile,Slovakia,2016,26.5
Third quartile,Slovakia,2017,26.8
Third quartile,Slovakia,2018,27.2
Third quartile,Slovakia,2019,27.1
Third quartile,Slovakia,2020,27.2
Third quartile,Türkiye,2006,23.1
Third quartile,Türkiye,2007,22.9
Third quartile,Türkiye,2008,23.2
Third quartile,Türkiye,2009,22.8
Third quartile,Türkiye,2010,23.2
Third quartile,Türkiye,2011,22.9
Third quartile,Türkiye,2012,23.2
Third quartile,Türkiye,2013,23.0
Third quartile,Türkiye,2014,23.3
Third quartile,Türkiye,2015,23.0
Third quartile,Türkiye,2016,22.6
Third quartile,Türkiye,2017,22.3
Third quartile,Türkiye,2018,22.3
Third quartile,Türkiye,2019,22.9
Third quartile,Türkiye,2020,22.5
Third quartile,United Kingdom,1995,26.0
Third quartile,United Kingdom,1996,26.0
Third quartile,United Kingdom,1997,26.0
Third quartile,United Kingdom,1998,26.0
Third quartile,United Kingdom,1999,26.0
Third quartile,United Kingdom,2000,26.0
Third quartile,United Kingdom,2001,26.0
Third quartile,United Kingdom,2005,24.9
Third quartile,United Kingdom,2006,25.8
Third quartile,United Kingdom,2007,25.3
Third quartile,United Kingdom,2008,24.9
Third quartile,United Kingdom,2009,25.2
Third quartile,United Kingdom,2010,25.2
Third quartile,United Kingdom,2011,24.9
Third quartile,United Kingdom,2012,25.5
Third quartile,United Kingdom,2013,25.8
Third quartile,United Kingdom,2014,25.7
Third quartile,United Kingdom,2015,25.4
Third quartile,United Kingdom,2016,25.7
Third quartile,United Kingdom,2017,25.0
Third quartile,United Kingdom,2018,25.2
Third quartile,Kosovo (under United Nations Security Council Resolution 1244/99),2018,25.5
Fourth quartile,Albania,2017,49.4
Fourth quartile,Albania,2018,48.3
Fourth quartile,Albania,2019,47.6
Fourth quartile,Albania,2020,46.9
Fourth quartile,Austria,1995,42.0
Fourth quartile,Austria,1996,42.0
Fourth quartile,Austria,1997,41.0
Fourth quartile,Austria,1998,40.0
Fourth quartile,Austria,1999,42.0
Fourth quartile,Austria,2000,40.0
Fourth quartile,Austria,2001,40.0
Fourth quartile,Austria,2003,42.9
Fourth quartile,Austria,2004,41.5
Fourth quartile,Austria,2005,42.0
Fourth quartile,Austria,2006,41.2
Fourth quartile,Austria,2007,42.0
Fourth quartile,Austria,2008,42.8
Fourth quartile,Austria,2009,42.7
Fourth quartile,Austria,2010,43.3
Fourth quartile,Austria,2011,42.7
Fourth quartile,Austria,2012,42.7
Fourth quartile,Austria,2013,42.1
Fourth quartile,Austria,2014,42.9
Fourth quartile,Austria,2015,42.5
Fourth quartile,Austria,2016,42.2
Fourth quartile,Austria,2017,42.8
Fourth quartile,Austria,2018,42.1
Fourth quartile,Austria,2019,42.7
Fourth quartile,Austria,2020,42.3
Fourth quartile,Austria,2021,41.9
Fourth quartile,Belgium,1995,44.0
Fourth quartile,Belgium,1996,43.0
Fourth quartile,Belgium,1997,43.0
Fourth quartile,Belgium,1998,43.0
Fourth quartile,Belgium,1999,44.0
Fourth quartile,Belgium,2000,45.0
Fourth quartile,Belgium,2001,44.0
Fourth quartile,Belgium,2003,43.0
Fourth quartile,Belgium,2004,41.2
Fourth quartile,Belgium,2005,43.0
Fourth quartile,Belgium,2006,42.7
Fourth quartile,Belgium,2007,41.6
Fourth quartile,Belgium,2008,42.5
Fourth quartile,Belgium,2009,41.6
Fourth quartile,Belgium,2010,41.8
Fourth quartile,Belgium,2011,41.5
Fourth quartile,Belgium,2012,41.6
Fourth quartile,Belgium,2013,41.2
Fourth quartile,Belgium,2014,41.2
Fourth quartile,Belgium,2015,41.6
Fourth quartile,Belgium,2016,41.5
Fourth quartile,Belgium,2017,41.4
Fourth quartile,Belgium,2018,40.9
Fourth quartile,Belgium,2019,40.7
Fourth quartile,Belgium,2020,41.0
Fourth quartile,Belgium,2021,40.1
Fourth quartile,Bulgaria,2006,45.2
Fourth quartile,Bulgaria,2007,47.9
Fourth quartile,Bulgaria,2008,49.0
Fourth quartile,Bulgaria,2009,46.9
Fourth quartile,Bulgaria,2010,46.7
Fourth quartile,Bulgaria,2011,48.0
Fourth quartile,Bulgaria,2012,46.8
Fourth quartile,Bulgaria,2013,48.5
Fourth quartile,Bulgaria,2014,48.4
Fourth quartile,Bulgaria,2015,49.9
Fourth quartile,Bulgaria,2016,50.1
Fourth quartile,Bulgaria,2017,52.3
Fourth quartile,Bulgaria,2018,52.0
Fourth quartile,Bulgaria,2019,53.2
Fourth quartile,Bulgaria,2020,52.5
Fourth quartile,Bulgaria,2021,52.4
Fourth quartile,Switzerland,2007,45.1
Fourth quartile,Switzerland,2008,45.7
Fourth quartile,Switzerland,2009,45.2
Fourth quartile,Switzerland,2010,44.5
Fourth quartile,Switzerland,2011,44.4
Fourth quartile,Switzerland,2012,43.8
Fourth quartile,Switzerland,2013,43.7
Fourth quartile,Switzerland,2014,44.6
Fourth quartile,Switzerland,2015,44.5
Fourth quartile,Switzerland,2016,44.3
Fourth quartile,Switzerland,2017,44.8
Fourth quartile,Switzerland,2018,44.6
Fourth quartile,Switzerland,2019,45.0
Fourth quartile,Switzerland,2020,45.7
Fourth quartile,Cyprus,2005,43.8
Fourth quartile,Cyprus,2006,43.9
Fourth quartile,Cyprus,2007,44.7
Fourth quartile,Cyprus,2008,44.1
Fourth quartile,Cyprus,2009,44.6
Fourth quartile,Cyprus,2010,45.1
Fourth quartile,Cyprus,2011,44.5
Fourth quartile,Cyprus,2012,46.0
Fourth quartile,Cyprus,2013,47.1
Fourth quartile,Cyprus,2014,49.1
Fourth quartile,Cyprus,2015,47.8
Fourth quartile,Cyprus,2016,46.6
Fourth quartile,Cyprus,2017,45.7
Fourth quartile,Cyprus,2018,44.3
Fourth quartile,Cyprus,2019,46.0
Fourth quartile,Cyprus,2020,44.6
Fourth quartile,Cyprus,2021,44.7
Fourth quartile,Czechia,2005,42.2
Fourth quartile,Czechia,2006,41.7
Fourth quartile,Czechia,2007,41.7
Fourth quartile,Czechia,2008,41.3
Fourth quartile,Czechia,2009,41.5
Fourth quartile,Czechia,2010,41.5
Fourth quartile,Czechia,2011,41.6
Fourth quartile,Czechia,2012,41.3
Fourth quartile,Czechia,2013,41.3
Fourth quartile,Czechia,2014,41.7
Fourth quartile,Czechia,2015,41.5
Fourth quartile,Czechia,2016,41.4
Fourth quartile,Czechia,2017,41.0
Fourth quartile,Czechia,2018,40.6
Fourth quartile,Czechia,2019,40.6
Fourth quartile,Czechia,2020,40.7
Fourth quartile,Czechia,2021,41.4
Fourth quartile,Germany (until 1990 former territory of the FRG),1995,43.0
Fourth quartile,Germany (until 1990 former territory of the FRG),1996,42.0
Fourth quartile,Germany (until 1990 former territory of the FRG),1997,41.0
Fourth quartile,Germany (until 1990 former territory of the FRG),1998,41.0
Fourth quartile,Germany (until 1990 former territory of the FRG),1999,41.0
Fourth quartile,Germany (until 1990 former territory of the FRG),2000,41.0
Fourth quartile,Germany (until 1990 former territory of the FRG),2001,42.0
Fourth quartile,Germany (until 1990 former territory of the FRG),2005,41.9
Fourth quartile,Germany (until 1990 former territory of the FRG),2006,42.1
Fourth quartile,Germany (until 1990 former territory of the FRG),2007,44.7
Fourth quartile,Germany (until 1990 former territory of the FRG),2008,44.8
Fourth quartile,Germany (until 1990 former territory of the FRG),2009,44.0
Fourth quartile,Germany (until 1990 former territory of the FRG),2010,44.1
Fourth quartile,Germany (until 1990 former territory of the FRG),2011,43.7
Fourth quartile,Germany (until 1990 former territory of the FRG),2012,43.3
Fourth quartile,Germany (until 1990 former territory of the FRG),2013,44.4
Fourth quartile,Germany (until 1990 former territory of the FRG),2014,44.7
Fourth quartile,Germany (until 1990 former territory of the FRG),2015,44.5
Fourth quartile,Germany (until 1990 former territory of the FRG),2016,44.1
Fourth quartile,Germany (until 1990 former territory of the FRG),2017,43.8
Fourth quartile,Germany (until 1990 former territory of the FRG),2018,45.1
Fourth quartile,Germany (until 1990 former territory of the FRG),2019,43.8
Fourth quartile,Germany (until 1990 former territory of the FRG),2020,44.9
Fourth quartile,Germany (until 1990 former territory of the FRG),2021,45.4
Fourth quartile,Denmark,2003,40.4
Fourth quartile,Denmark,2004,39.8
Fourth quartile,Denmark,2005,39.5
Fourth quartile,Denmark,2006,39.5
Fourth quartile,Denmark,2007,40.5
Fourth quartile,Denmark,2008,40.7
Fourth quartile,Denmark,2009,40.6
Fourth quartile,Denmark,2010,41.0
Fourth quartile,Denmark,2011,41.6
Fourth quartile,Denmark,2012,41.7
Fourth quartile,Denmark,2013,41.9
Fourth quartile,Denmark,2014,42.7
Fourth quartile,Denmark,2015,42.5
Fourth quartile,Denmark,2016,42.7
Fourth quartile,Denmark,2017,42.7
Fourth quartile,Denmark,2018,42.9
Fourth quartile,Denmark,2019,42.7
Fourth quartile,Denmark,2020,42.5
Fourth quartile,Denmark,2021,42.3
Fourth quartile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2008,45.1
Fourth quartile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2009,44.8
Fourth quartile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,44.8
Fourth quartile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2011,45.0
Fourth quartile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,44.8
Fourth quartile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,45.0
Fourth quartile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,45.1
Fourth quartile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,45.0
Fourth quartile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,44.9
Fourth quartile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,44.7
Fourth quartile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,44.8
Fourth quartile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,44.5
Fourth quartile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,44.6
Fourth quartile,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,44.8
Fourth quartile,Euro area - 12 countries (2001-2006),1995,45.0
Fourth quartile,Euro area - 12 countries (2001-2006),1996,44.0
Fourth quartile,Euro area - 12 countries (2001-2006),1997,44.0
Fourth quartile,Euro area - 12 countries (2001-2006),1998,44.0
Fourth quartile,Euro area - 12 countries (2001-2006),1999,44.0
Fourth quartile,Euro area - 12 countries (2001-2006),2000,43.0
Fourth quartile,Euro area - 12 countries (2001-2006),2001,43.0
Fourth quartile,Euro area - 18 countries (2014),2004,45.0
Fourth quartile,Euro area - 18 countries (2014),2005,44.2
Fourth quartile,Euro area - 18 countries (2014),2006,44.0
Fourth quartile,Euro area - 18 countries (2014),2007,44.5
Fourth quartile,Euro area - 18 countries (2014),2008,45.0
Fourth quartile,Euro area - 18 countries (2014),2009,44.9
Fourth quartile,Euro area - 18 countries (2014),2010,44.8
Fourth quartile,Euro area - 18 countries (2014),2011,45.0
Fourth quartile,Euro area - 18 countries (2014),2012,44.9
Fourth quartile,Euro area - 18 countries (2014),2013,45.0
Fourth quartile,Euro area - 18 countries (2014),2014,45.1
Fourth quartile,Euro area - 18 countries (2014),2015,44.9
Fourth quartile,Euro area - 18 countries (2014),2016,44.9
Fourth quartile,Euro area - 18 countries (2014),2017,44.6
Fourth quartile,Euro area - 18 countries (2014),2018,44.8
Fourth quartile,Euro area - 18 countries (2014),2019,44.5
Fourth quartile,Euro area - 18 countries (2014),2020,44.6
Fourth quartile,Euro area - 19 countries  (2015-2022),2004,45.0
Fourth quartile,Euro area - 19 countries  (2015-2022),2005,44.2
Fourth quartile,Euro area - 19 countries  (2015-2022),2006,44.1
Fourth quartile,Euro area - 19 countries  (2015-2022),2007,44.6
Fourth quartile,Euro area - 19 countries  (2015-2022),2008,45.0
Fourth quartile,Euro area - 19 countries  (2015-2022),2009,44.9
Fourth quartile,Euro area - 19 countries  (2015-2022),2010,44.8
Fourth quartile,Euro area - 19 countries  (2015-2022),2011,45.0
Fourth quartile,Euro area - 19 countries  (2015-2022),2012,44.9
Fourth quartile,Euro area - 19 countries  (2015-2022),2013,45.0
Fourth quartile,Euro area - 19 countries  (2015-2022),2014,45.1
Fourth quartile,Euro area - 19 countries  (2015-2022),2015,45.0
Fourth quartile,Euro area - 19 countries  (2015-2022),2016,44.9
Fourth quartile,Euro area - 19 countries  (2015-2022),2017,44.7
Fourth quartile,Euro area - 19 countries  (2015-2022),2018,44.8
Fourth quartile,Euro area - 19 countries  (2015-2022),2019,44.5
Fourth quartile,Euro area - 19 countries  (2015-2022),2020,44.6
Fourth quartile,Euro area - 19 countries  (2015-2022),2021,44.8
Fourth quartile,Estonia,2004,50.5
Fourth quartile,Estonia,2005,47.8
Fourth quartile,Estonia,2006,47.1
Fourth quartile,Estonia,2007,47.3
Fourth quartile,Estonia,2008,45.3
Fourth quartile,Estonia,2009,45.8
Fourth quartile,Estonia,2010,45.8
Fourth quartile,Estonia,2011,46.0
Fourth quartile,Estonia,2012,46.4
Fourth quartile,Estonia,2013,47.0
Fourth quartile,Estonia,2014,48.8
Fourth quartile,Estonia,2015,48.1
Fourth quartile,Estonia,2016,46.6
Fourth quartile,Estonia,2017,45.4
Fourth quartile,Estonia,2018,44.7
Fourth quartile,Estonia,2019,44.6
Fourth quartile,Estonia,2020,44.8
Fourth quartile,Estonia,2021,44.8
Fourth quartile,Greece,1995,48.0
Fourth quartile,Greece,1996,48.0
Fourth quartile,Greece,1997,48.0
Fourth quartile,Greece,1998,48.0
Fourth quartile,Greece,1999,48.0
Fourth quartile,Greece,2000,47.0
Fourth quartile,Greece,2001,46.0
Fourth quartile,Greece,2003,47.9
Fourth quartile,Greece,2004,46.2
Fourth quartile,Greece,2005,46.9
Fourth quartile,Greece,2006,47.7
Fourth quartile,Greece,2007,47.8
Fourth quartile,Greece,2008,46.9
Fourth quartile,Greece,2009,46.7
Fourth quartile,Greece,2010,46.5
Fourth quartile,Greece,2011,46.7
Fourth quartile,Greece,2012,47.0
Fourth quartile,Greece,2013,47.1
Fourth quartile,Greece,2014,47.6
Fourth quartile,Greece,2015,47.2
Fourth quartile,Greece,2016,47.2
Fourth quartile,Greece,2017,46.5
Fourth quartile,Greece,2018,45.9
Fourth quartile,Greece,2019,44.9
Fourth quartile,Greece,2020,45.2
Fourth quartile,Greece,2021,45.7
Fourth quartile,Spain,1995,47.0
Fourth quartile,Spain,1996,48.0
Fourth quartile,Spain,1997,49.0
Fourth quartile,Spain,1998,48.0
Fourth quartile,Spain,1999,47.0
Fourth quartile,Spain,2000,47.0
Fourth quartile,Spain,2001,47.0
Fourth quartile,Spain,2004,44.9
Fourth quartile,Spain,2005,45.8
Fourth quartile,Spain,2006,45.5
Fourth quartile,Spain,2007,45.5
Fourth quartile,Spain,2008,46.1
Fourth quartile,Spain,2009,46.3
